feature,freq_yes,pct_yes,variance,spearman,spearman_abs
DEBUG_INFO,4359,0.1988322766044793,0.15929800238475914,0.4414363100151311,0.4414363100151311
MODULES,10957,0.49979473612188113,0.24999995786674037,-0.3884900505045799,0.3884900505045799
STRICT_MODULE_RWX,10957,0.49979473612188113,0.24999995786674037,-0.3884900505045799,0.3884900505045799
ARCH_HAS_FORCE_DMA_UNENCRYPTED,9955,0.45408931259407925,0.24789220878191584,0.3691826362573484,0.3691826362573484
DMA_COHERENT_POOL,9955,0.45408931259407925,0.24789220878191584,0.3691826362573484,0.3691826362573484
DYNAMIC_PHYSICAL_MASK,9955,0.45408931259407925,0.24789220878191584,0.3691826362573484,0.3691826362573484
AMD_MEM_ENCRYPT,9955,0.45408931259407925,0.24789220878191584,0.3691826362573484,0.3691826362573484
RANDOMIZE_BASE,6247,0.2849518770241299,0.20375430480455503,0.3613879714102402,0.3613879714102402
X86_NEED_RELOCS,6247,0.2849518770241299,0.20375430480455503,0.3613879714102402,0.3613879714102402
GDB_SCRIPTS,2176,0.09925648861925832,0.08940463808623336,0.29784707944889566,0.29784707944889566
DEBUG_INFO_DWARF4,2160,0.09852666149705788,0.08881915847130205,0.28831423304877807,0.28831423304877807
DRM_VRAM_HELPER,4413,0.20129544314190576,0.16077558771220954,0.28533128136213726,0.28533128136213726
DRM_TTM_HELPER,4532,0.20672353236327146,0.16398891353052292,0.28445468038767174,0.28445468038767174
DRM_TTM,4686,0.21374811841445057,0.1680598602887326,0.2797875357739521,0.2797875357739521
RAPIDIO_ENUM_BASIC,3563,0.16252337727500799,0.1361095291141334,0.26281426781414763,0.26281426781414763
DRM_AMDGPU,2725,0.12429868174976053,0.10884851946503227,0.2592153931215363,0.2592153931215363
FB_DDC,6712,0.30616247776307987,0.2124270149730515,0.2570755626114471,0.2570755626114471
INTEL_GTT,4529,0.20658668977785888,0.16390862938448558,0.25579669983473147,0.25579669983473147
GCOV_PROFILE_ALL,2664,0.12151621584637139,0.10675002513274946,0.25540340642478915,0.25540340642478915
MEDIA_ATTACH,6754,0.308078273958856,0.21316605107338807,-0.2551087460039429,0.2551087460039429
MODULE_SIG_SHA1,6380,0.29101856497742096,0.20632675981590357,-0.25420818267153694,0.25420818267153694
MODULE_SIG,6380,0.29101856497742096,0.20632675981590357,-0.25420818267153694,0.25420818267153694
VGASTATE,10756,0.49062628289923826,0.2499121334277149,0.25321061037965953,0.25321061037965953
MODULE_SIG_FORMAT,6441,0.2938010308808101,0.20748198513418337,-0.2520090287394793,0.2520090287394793
SND_SOC_I2C_AND_SPI,3503,0.15978652556675638,0.1342547918140607,0.2514679261235704,0.2514679261235704
SND_SOC_RL6231,3211,0.14646718058659855,0.12501454559761127,0.2510176191905795,0.2510176191905795
FB_SVGALIB,6093,0.27792729097295077,0.20068371190538753,0.24922943233361977,0.24922943233361977
DEBUG_INFO_REDUCED,2384,0.10874424120786388,0.0969189312119898,0.247752043752576,0.247752043752576
SND_SOC,3592,0.16384618893399627,0.13700061530580146,0.24754777689220495,0.24754777689220495
LEDS_LP55XX_COMMON,16292,0.7431464671805866,0.1908797954975999,0.2474767251639171,0.2474767251639171
SND_DMAENGINE_PCM,3588,0.16366373215344615,0.13687791493105117,0.24711631926976568,0.24711631926976568
SND_SOC_SIGMADSP,3261,0.14874789034347488,0.12662195546184046,0.24675148187913618,0.24675148187913618
MODVERSIONS,6817,0.3109519682525202,0.2142608416924039,-0.24664139681642663,0.24664139681642663
ASM_MODVERSIONS,6817,0.3109519682525202,0.2142608416924039,-0.24664139681642663,0.24664139681642663
DRM_I915,2718,0.12397938238379784,0.10860849512752989,0.24623286658883262,0.24623286658883262
DRM_PANEL_ORIENTATION_QUIRKS,10863,0.4955070017789536,0.2499798129669857,0.2435446068292397,0.2435446068292397
DRM_KMS_HELPER,10150,0.462984080645897,0.24862982171437054,0.24307912066790657,0.24307912066790657
DRM_NOUVEAU,2759,0.12584956438443642,0.11001145152868402,0.24160112064632122,0.24160112064632122
DRM,10186,0.46462619167084795,0.24874869368429242,0.24147239032813103,0.24147239032813103
SND_SOC_ADAU_UTILS,2876,0.13118642521552706,0.113976547054698,0.239168951603276,0.239168951603276
SND_SOC_SIGMADSP_REGMAP,2876,0.13118642521552706,0.113976547054698,0.239168951603276,0.239168951603276
SND_SOC_ADAU17X1,2876,0.13118642521552706,0.113976547054698,0.239168951603276,0.239168951603276
SND_SOC_MAX98357A,3004,0.1370250421931305,0.1182491800051013,0.23773609737644064,0.23773609737644064
DRM_BOCHS,2769,0.1263057063358117,0.11035257488282339,0.23599537827368164,0.23599537827368164
RANDOMIZE_MEMORY,3128,0.14268120239018384,0.12232327687467524,0.23589900869288746,0.23589900869288746
AC97_BUS,3552,0.1620216211284952,0.13577061541538957,0.23516671209785364,0.23516671209785364
DRM_RADEON,2693,0.12283902750535967,0.10774960082689716,0.2351498007635139,0.2351498007635139
SND_PCM,5786,0.2639237330657301,0.19426799619037935,0.23507961092691368,0.23507961092691368
DRM_VMWGFX,2693,0.12283902750535967,0.10774960082689716,0.23447038093025893,0.23447038093025893
DRM_AST,2702,0.12324955526159741,0.10805910238941585,0.2342914675050053,0.2342914675050053
SND_SOC_DMIC,2773,0.12648816311636182,0.11048890770781047,0.23427347886685335,0.23427347886685335
SND_SOC_ADAU7118,3032,0.13830223965698124,0.11917473016284416,0.23418881527320898,0.23418881527320898
DRM_CIRRUS_QEMU,2763,0.12603202116498655,0.11014795080605493,0.2341292803779137,0.2341292803779137
SOC_ASPEED,11167,0.5093737171007617,0.2499121334277149,-0.23385224440533475,0.23385224440533475
ROCKCHIP_GRF,11167,0.5093737171007617,0.2499121334277149,-0.23385224440533475,0.23385224440533475
COMPILE_TEST,11167,0.5093737171007617,0.2499121334277149,-0.23385224440533475,0.23385224440533475
IMX_INTMUX,11167,0.5093737171007617,0.2499121334277149,-0.23385224440533475,0.23385224440533475
DRM_QXL,2788,0.1271723760434247,0.1109995628148945,0.23344496428910064,0.23344496428910064
SND_SIMPLE_CARD_UTILS,2999,0.13679697121744286,0.11808355988317697,0.2329033222097121,0.2329033222097121
I2C_SMBUS,14504,0.6615882862746887,0.22388922573880926,0.23258392236679507,0.23258392236679507
SND_SOC_ES8328,2786,0.12708114765314965,0.11093152956430802,0.23254062576853318,0.23254062576853318
SND_HDA_CORE,2109,0.09620033754504402,0.08694583260126362,0.2320048427249221,0.2320048427249221
DRM_ANALOGIX_DP,6942,0.316653742644711,0.21638414991380814,0.23139462448801634,0.23139462448801634
GPIO_MXC,11118,0.5071386215390229,0.2499490400825226,-0.23136802732128164,0.23136802732128164
GPIO_MXS,11118,0.5071386215390229,0.2499490400825226,-0.23136802732128164,0.23136802732128164
SND_SOC_RT5682,2069,0.09437576973954294,0.0854689838256117,0.2311501171914525,0.2311501171914525
DRM_VBOXVIDEO,2755,0.12566710760388633,0.10987488567035958,0.2308380406450347,0.2308380406450347
SND_TIMER,5623,0.2564886192583132,0.19070220744927724,0.23076905629432828,0.23076905629432828
SOC_BUS,11040,0.5035807143182959,0.24998717848497076,-0.2306991255696423,0.2306991255696423
DRM_GMA500,2791,0.1273092186288373,0.1111015814809522,0.23059869303760253,0.23059869303760253
SND_AC97_CODEC,3220,0.14687770834283628,0.125304647134793,0.2304837112294009,0.2304837112294009
SND_SOC_HDMI_CODEC,2524,0.11513022852711764,0.10187525900641131,0.23006156943971198,0.23006156943971198
DRM_SCHED,8029,0.3662363727592027,0.23210729202738503,0.22989581150978045,0.22989581150978045
MODULE_FORCE_LOAD,5566,0.25388861013547415,0.18942918377895135,-0.22972064680266527,0.22972064680266527
HID_LED,10091,0.4602928431327829,0.24842334169352223,0.2290427517520139,0.2290427517520139
SND_RAWMIDI,5393,0.24599735437668202,0.18548265601635514,0.22882399407506798,0.22882399407506798
DRM_MGAG200,2726,0.12434429594489806,0.10888279201086566,0.22864348683180222,0.22864348683180222
SND_SOC_PCM179X,2659,0.12128814487068376,0.10657733078451179,0.2284109060806963,0.2284109060806963
MODULE_SRCVERSION_ALL,5561,0.25366053915978654,0.18931687003295292,-0.22824283365514192,0.22824283365514192
SND,6006,0.27395885599598596,0.1989054012173566,0.22801230828559585,0.22801230828559585
FB_BACKLIGHT,10030,0.4575103772293938,0.24819463195681157,0.22786098775699426,0.22786098775699426
SND_HDA_GENERIC,1962,0.08949505085982758,0.08148568673142445,0.22703560595655306,0.22703560595655306
SND_HDA,1963,0.08954066505496511,0.08152313435647966,0.22695823730709785,0.22695823730709785
SND_SOC_TLV320AIC23,2776,0.1266250057017744,0.11059111363280001,0.22627808735268717,0.22627808735268717
STMP_DEVICE,10915,0.497878939926105,0.24999550110416294,-0.22622344855167478,0.22622344855167478
CRYPTO_LIB_POLY1305,13363,0.6095424896227706,0.2380004429672452,0.22608648673347959,0.22608648673347959
SND_SOC_DA7219,2223,0.10140035579072207,0.09111832363623705,0.22608137290803854,0.22608137290803854
MODULE_COMPRESS,5525,0.25201842813483555,0.1885051400152823,-0.2259828598345609,0.2259828598345609
MODULE_COMPRESS_GZIP,5525,0.25201842813483555,0.1885051400152823,-0.2259828598345609,0.2259828598345609
SND_SOC_TLV320AIC32X4,2268,0.10345299457191078,0.09275047248601496,0.22579370454100725,0.22579370454100725
FB_SAVAGE,3805,0.17356201249828948,0.14343824031583308,0.22551731133883324,0.22551731133883324
DRM_DEBUG_SELFTEST,5439,0.24809560735300826,0.18654417696515022,0.2254321931929224,0.2254321931929224
SND_SOC_CS4271,2697,0.12302148428590977,0.10788719869000142,0.22538666381559838,0.22538666381559838
CRYPTO_LIB_CHACHA,13247,0.6042512429868175,0.23913167833570353,0.22529641330495273,0.22529641330495273
SND_SOC_RT5645,2246,0.10244948227888519,0.09195358585967357,0.22460658290932,0.22460658290932
SND_SOC_SGTL5000,2621,0.11955480545545774,0.10526145394796539,0.22415196775046486,0.22415196775046486
SND_SOC_ADAU7002,2727,0.12438991014003557,0.10891706039538945,0.22413297278311392,0.22413297278311392
DEBUG_INFO_SPLIT,2430,0.11084249418419012,0.0985564356672179,0.22340456540475886,0.22340456540475886
SND_SOC_ES8328_I2C,2452,0.11184600647721571,0.09933647731231432,0.22253976780301757,0.22253976780301757
SND_SOC_PCM512x,2615,0.11928112028463257,0.10505313462827559,0.22244576648078584,0.22244576648078584
SND_SOC_PCM3168A,2628,0.11987410482142043,0.10550430381468354,0.2224230730471388,0.2224230730471388
FB_SYS_FOPS,13793,0.6291565935319071,0.23331857434723374,0.2222523637875541,0.2222523637875541
FB_RADEON,3806,0.173607626693427,0.1434680186473027,0.2219076385034298,0.2219076385034298
FB_VIA,3794,0.1730602563517767,0.14311040402323402,0.22183030781596216,0.22183030781596216
SND_SOC_WM8804,2631,0.120010947406833,0.10560831990934737,0.22172966064430755,0.22172966064430755
MODULE_ALLOW_MISSING_NAMESPACE_IMPORTS,5419,0.24718332345025773,0.186083728058343,-0.22162046235931704,0.22162046235931704
SND_SOC_TS3A227E,2458,0.11211969164804086,0.09954886639278909,0.2215833894262826,0.2215833894262826
SND_SIMPLE_CARD,2655,0.12110568809013365,0.10643910040234891,0.22146831145837592,0.22146831145837592
SND_SOC_PCM186X,2621,0.11955480545545774,0.10526145394796539,0.22145477352531595,0.22145477352531595
DRM_VGEM,6178,0.28180449755964054,0.2023907227147991,0.22143799257474794,0.22143799257474794
FB_CYBER2000,3891,0.17748483328011677,0.14598396723564594,0.2213820627187146,0.2213820627187146
SND_SOC_SSM2602,2639,0.12037586096793322,0.10588551306416204,0.22102973422532365,0.22102973422532365
AMD_MEM_ENCRYPT_ACTIVE_BY_DEFAULT,4997,0.2279341331022214,0.17598016406916023,0.22094137561011581,0.22094137561011581
SND_SOC_SPDIF,2755,0.12566710760388633,0.10987488567035958,0.22081916387413364,0.22081916387413364
MODULE_UNLOAD,5445,0.2483692925238334,0.18668198705504388,-0.220410879542449,0.220410879542449
I2C_MUX,15244,0.6953427906764585,0.2118411941307333,0.22039007861884694,0.22039007861884694
SND_SOC_ADAU1761,2617,0.11937234867490763,0.10512259104674392,0.22025710077712296,0.22025710077712296
FB_SYS_FILLRECT,13832,0.6309355471422706,0.23285588249455422,0.22000556576761993,0.22000556576761993
FB_SYS_COPYAREA,13832,0.6309355471422706,0.23285588249455422,0.22000556576761993,0.22000556576761993
MTK_INFRACFG,10531,0.4803630889932947,0.24961439172611474,-0.21973374221165148,0.21973374221165148
FB_MATROX,3841,0.17520412352324044,0.14450763862369354,0.21938442295261595,0.21938442295261595
FB_LE80578,3877,0.1768462345481914,0.14557164387431748,0.21926071946135242,0.21926071946135242
SND_SOC_FSL_SSI,2425,0.11061442320850248,0.09837887258675279,0.21922324779942634,0.21922324779942634
FB_SYS_IMAGEBLIT,13841,0.6313460748985085,0.2327482086087554,0.21921177766696115,0.21921177766696115
FB_3DFX,3791,0.17292341376636408,0.14302090673775092,0.21917559187654967,0.21917559187654967
FB_ATY128,3810,0.1737900834739771,0.14358709036008518,0.21894319361791967,0.21894319361791967
FB_SM712,3818,0.1741549970350773,0.1438250340427895,0.21831236415484553,0.21831236415484553
FB_KYRO,3798,0.17324271313232678,0.1432296754788771,0.21816053168372296,0.21816053168372296
FB_CFB_IMAGEBLIT,14015,0.6392829448524381,0.2306002612732327,0.21813267411262466,0.21813267411262466
FB_CFB_FILLRECT,14015,0.6392829448524381,0.2306002612732327,0.21813267411262466,0.21813267411262466
FB_CFB_COPYAREA,14015,0.6392829448524381,0.2306002612732327,0.21813267411262466,0.21813267411262466
FB_TRIDENT,3780,0.1724216576198513,0.14269242960347406,0.21793864498067977,0.21793864498067977
SND_SOC_WM8731,2586,0.1179583086256443,0.10404414605182155,0.21775110938335443,0.21775110938335443
SND_SOC_WM8753,2430,0.11084249418419012,0.0985564356672179,0.2176349866428557,0.2176349866428557
FB_VOODOO1,3811,0.17383569766911464,0.1436168478850068,0.21761191620570033,0.21761191620570033
FB_CIRRUS,3859,0.1760251790357159,0.14504031538116008,0.21741374214245926,0.21741374214245926
SND_HWDEP,4091,0.18660767230762212,0.15178524894355325,0.2169266872512416,0.2169266872512416
FB_I740,3817,0.1741093828399398,0.14379530564703508,0.21676288198850738,0.21676288198850738
FB,14047,0.640742599096839,0.23019152079946648,0.21674089903327284,0.21674089903327284
SND_SOC_FSL_SAI,2513,0.11462847238060485,0.10148878570029377,0.216550144479868,0.216550144479868
SENSORS_DS620,8703,0.3969803402818957,0.23938694971156602,0.21587056905157806,0.21587056905157806
SND_SOC_FSL_AUDMIX,2454,0.11193723486749076,0.09940729031771096,0.21579350695908897,0.21579350695908897
FB_PM2,3874,0.17670939196277882,0.14548318275492383,0.21565463141663652,0.21565463141663652
SND_SOC_MAX98927,2314,0.10555124754823701,0.09441018168924781,0.21533626635911987,0.21533626635911987
SND_SOC_WM8903,2397,0.10933722574465174,0.0973825968111148,0.21524257037825198,0.21524257037825198
SND_SOC_PCM3060,2598,0.11850567896729462,0.10446208301979513,0.21523331999661868,0.21523331999661868
FB_MB862XX,3903,0.17803220362176708,0.14633673809534475,0.21518085711303123,0.21518085711303123
